car_id,price(USD)
0,6297.592534
1,2293.306579
2,4155.932678
3,3905.012081
4,3437.904139
5,2922.927835
6,9370.543216
7,4632.937524
8,3983.369368
9,6490.870517
10,5210.177341
11,5875.342759
12,7327.375735
13,6331.822892
14,4363.749475
15,3940.779756
16,6913.094914
17,6861.177532
18,7394.070073
19,4455.510435
20,4001.980065
21,4590.249389
22,2309.19104
23,4039.358021
24,5074.918565
25,7553.357049
26,4599.291913
27,2998.449026
28,6215.497248
29,5452.479311
30,4685.75646
31,7769.891563
32,5859.826156
33,4225.710723
34,5520.347821
35,6898.206014
36,6162.915665
37,3275.258538
38,9431.932158
39,8224.543491
40,5917.064752
41,2827.527894
42,8613.832091
43,11591.12594
44,6351.18131
45,9381.555278
46,10309.25563
47,6049.911729
48,8217.778586
49,13897.59894
50,6783.500019
51,5280.586731
52,12279.39786
53,10200.24318
54,3864.928058
55,5324.21727
56,5689.905155
57,4969.145887
58,3385.611548
59,7314.942721
60,6889.692739
61,4826.872394
62,5029.44718
63,7532.927956
64,6260.445508
65,6234.227941
66,6952.825747
67,4623.91208
68,8124.428527
69,4766.677769
70,5084.972348
71,10957.73248
72,6149.572305
73,3979.018558
74,7689.194637
75,5049.345425
76,7047.422519
77,6511.739812
78,8877.462716
79,7820.310769
80,5745.413657
81,5781.920117
82,7724.988474
83,8137.995788
84,7253.896026
85,8725.516849
86,5003.085801
87,6561.62554
88,5383.246363
89,9288.011553
90,5142.579595
91,8209.189447
92,5325.640963
93,6711.152296
94,9955.277906
95,3736.499864
96,4207.324828
97,6972.90948
98,8232.146399
99,4720.332317
100,6541.183295
101,9543.578408
102,11841.90941
103,5549.702988
104,4514.349235
105,10572.51741
106,5186.447574
107,5628.463704
108,10140.96803
109,10608.11677
110,7705.120419
111,4165.653022
112,6960.29834
113,12071.56976
114,4766.302271
115,3910.670886
116,9472.641939
117,3979.018558
118,9775.890983
119,11005.67797
120,7106.897857
121,3693.380199
122,4406.06701
123,7419.660446
124,5301.247222
125,8131.823848
126,8613.05257
127,5478.084196
128,5228.597184
129,7343.75856
130,5767.983799
131,7498.035723
132,9304.18367
133,4202.346592
134,4544.340392
135,6648.048482
136,2583.118966
137,2557.246198
138,3275.508158
139,1761.617174
140,3876.271306
141,1597.833239
142,1770.607398
143,2865.644617
144,1935.05323
145,1679.114129
146,1887.882806
147,1666.437906
148,2705.540754
149,5602.601909
150,2557.956215
151,4633.687432
152,2011.383616
153,2915.685116
154,3108.586785
155,3317.094604
156,5945.883582
157,2836.557399
158,3612.78017
159,3443.770337
160,5124.164487
161,3152.517929
162,2555.102568
163,5795.568869
164,1467.492237
165,2136.762393
166,2208.752851
167,2082.389877
168,1842.907916
169,1954.142875
170,2900.086749
171,2863.417847
172,5247.786466
173,5378.581755
174,6035.728135
175,6478.013484
176,6051.559915
177,6481.671621
178,6357.118082
179,6592.444552
180,4265.485175
181,6863.3033
182,6663.137927
183,5492.931889
184,6217.600699
185,6848.574021
186,5866.843983
187,5759.31365
188,5938.546809
189,6079.360147
190,677.5424897
191,2692.107999
192,2803.73528
193,2854.066867
194,6806.152689
195,5950.749564
196,7071.717836
197,6477.692812
198,6700.867621
199,6008.322489
200,6561.113926
201,6229.254522
202,5551.990647
203,6117.402853
204,3673.151172
205,2166.688515
206,8060.655036
207,7328.514914
208,6963.685884
209,2993.188971
210,4161.91761
211,1012.867815
212,2536.825858
213,2215.387888
214,3739.633103
215,1975.099506
216,2173.351244
217,3033.189305
218,1934.783615
219,3420.866006
220,4448.895574
221,6963.48856
222,7202.810244
223,4426.578953
224,4426.567971
225,5643.902307
226,5597.122226
227,4487.50133
228,7556.47331
229,5721.745599
230,4426.567971
231,4758.254702
232,5538.070157
233,5964.825506
234,5241.389838
235,3861.53813
236,2201.747264
237,5199.532321
238,7326.312102
239,3630.85633
240,3992.648247
241,3965.825823
242,3177.868777
243,2034.956398
244,-4544.715826
245,6524.554672
246,4064.114313
247,-1981.917709
248,4755.647773
249,4346.318618
250,7955.987981
251,3908.593311
252,2085.008652
253,3710.562864
254,3943.848524
255,7433.166698
256,4107.108994
257,4842.832597
258,4445.94357
259,3072.194076
260,4920.806839
261,2691.778255
262,4123.63452
263,5225.968437
264,4142.113776
265,5669.541378
266,4658.767758
267,3988.813032
268,4033.999975
269,4101.950353
270,-4001.778659
271,4043.324556
272,6588.603006
273,4741.884288
274,3165.292804
275,4096.178161
276,3594.011126
277,4939.563768
278,4664.443644
279,7259.019887
280,4697.128469
281,4186.857246
282,2437.459899
283,4325.084421
284,4043.324556
285,7745.006838
286,4185.829928
287,3483.696302
288,4611.688783
289,4741.884288
290,4585.59647
291,3933.845602
292,4771.357761
293,4053.666045
294,4986.249449
295,3850.659707
296,17254.49041
297,4627.937858
298,4643.853084
299,7320.234553
300,4384.724306
301,-371.4141651
302,-1292.9036
303,3939.353745
304,4003.589944
305,-1750.962506
306,2964.223487
307,7406.541403
308,4287.040151
309,3732.684441
310,3468.272979
311,3032.637546
312,5179.877387
313,6633.731818
314,3690.750951
315,4296.942413
316,4033.808485
317,4628.153179
318,4096.178161
319,6447.609748
320,8183.848917
321,7952.992145
322,7553.993325
323,2619.77126
324,7900.041213
325,3388.943755
326,3825.728802
327,7901.535515
328,5474.119798
329,4940.142544
330,7241.62519
331,7199.957198
332,4321.174592
333,4346.950918
334,4592.933098
335,3817.884804
336,4522.726754
337,7346.756702
338,2687.125565
339,4728.018964
340,3552.240559
341,2043.119483
342,3272.893077
343,2936.517977
344,-168.0518343
345,1663.014502
346,1744.290384
347,3632.022199
348,4158.599413
349,2779.937031
350,3196.368889
351,2739.789422
352,3432.97729
353,3060.450571
354,2406.472539
355,2832.245129
356,3234.517157
357,2093.222182
358,6275.866956
359,1980.383741
360,1933.362219
361,1443.272211
362,3670.759202
363,-4890.798491
364,1430.72048
365,2810.404628
366,3119.665821
367,1246.421229
368,2131.245251
369,2654.990594
370,2131.169916
371,2280.075725
372,1918.679655
373,2355.350577
374,3128.242249
375,2737.253984
376,3355.50465
377,1513.180276
378,2663.952932
379,4759.89072
380,-3664.860626
381,1988.18707
382,2903.858059
383,294.222387
384,1733.068931
385,3432.97729
386,7067.672139
387,3867.573294
388,5711.468937
389,3900.097951
390,3220.814953
391,6115.824261
392,562.1840802
393,3817.109653
394,-5120.0024
395,3355.50465
396,3142.607328
397,-1924.737348
398,4798.722097
399,5752.472743
400,2668.630367
401,-2367.099795
402,3953.508859
403,4080.270711
404,5553.699703
405,5796.706517
406,687.041497
407,326.2216464
408,7424.78832
409,2155.06525
410,3449.667927
411,2530.625862
412,656.1231844
413,3531.326962
414,1646.667934
415,2194.939245
416,2459.135084
417,5393.212846
418,1988.886112
419,7318.785766
420,1372.634732
421,3266.289302
422,3015.704848
423,3417.772569
424,3149.879279
425,2721.173121
426,1060.411045
427,2550.136952
428,5768.707793
429,4042.033999
430,3787.048011
431,4120.075985
432,4030.354112
433,5919.795881
434,6044.963828
435,2809.027224
436,2461.107622
437,5496.797523
438,2742.186209
439,2705.026425
