car_id,price(USD)
0,2028.5371
1,15110.544
2,1790.7711
3,2919.171
4,24613.393
5,8838.503
6,5953.968
7,11900.893
8,2850.0183
9,5657.284
10,5764.4165
11,3747.33
12,1947.8628
13,3973.8345
14,4478.1934
15,3126.5884
16,11119.612
17,1615.0017
18,2405.9568
19,6222.3433
20,10841.948
21,9592.847
22,21181.623
23,4861.5864
24,2828.9482
25,566.6201
26,4177.8286
27,2739.0935
28,5476.626
29,8645.8125
30,5109.053
31,3410.9604
32,4871.9585
33,3385.279
34,5807.0522
35,1348.6246
36,10501.913
37,6786.6216
38,710.5834
39,12662.815
40,2832.3318
41,5844.7715
42,2057.891
43,13736.331
44,4640.6904
45,6341.4487
46,8160.7554
47,8131.653
48,9223.817
49,13430.575
50,6072.5093
51,10580.4
52,9166.811
53,6717.265
54,2485.7048
55,5907.1206
56,1772.1272
57,10459.091
58,7705.5522
59,11090.255
60,7377.592
61,2148.0483
62,3365.8328
63,3289.2104
64,34996.7
65,3396.622
66,7928.2036
67,3458.5447
68,12355.651
69,401.8921
70,9228.948
71,7499.718
72,2738.8687
73,1902.649
74,15688.582
75,4031.8167
76,11750.644
77,-798.1978
78,9512.572
79,21816.941
80,-917.33954
81,12780.755
82,4731.4976
83,8179.6763
84,2605.863
85,4193.6455
86,3130.5789
87,5823.6294
88,3017.4038
89,1528.1254
90,1677.0192
91,3881.173
92,3407.6382
93,3589.4739
94,10223.146
95,6597.2505
96,4574.805
97,1684.1295
98,3249.5442
99,5139.6504
100,8342.511
101,11422.478
102,13520.458
103,-579.9947
104,6455.609
105,10581.559
106,13488.271
107,9053.05
108,5304.5405
109,12817.167
110,30944.13
111,4067.2505
112,2963.7917
113,5546.209
114,2785.5173
115,5728.3833
116,15257.029
117,18848.426
118,9877.686
119,4675.2217
120,1726.4352
121,1140.7723
122,1875.6738
123,2808.785
124,3626.2395
125,3566.5193
126,5617.429
127,5075.5327
128,3797.833
129,3293.6755
130,2833.485
131,10114.802
132,21828.305
133,3335.8528
134,2332.58
135,8367.929
136,792.22943
137,11136.084
138,2253.356
139,2344.3625
140,7065.799
141,22120.719
142,8781.418
143,7261.1787
144,7771.274
145,1418.8384
146,12211.664
147,3124.7944
148,11670.689
149,12680.5205
150,4006.5164
151,14164.925
152,5067.454
153,1730.0192
154,5486.5234
155,5020.854
156,3338.0815
157,3091.1545
158,4705.445
159,3291.5166
160,4404.0386
161,2310.0078
162,5956.0225
163,13225.105
164,12885.706
165,2773.785
166,8748.15
167,16703.262
168,5283.9214
169,11908.793
170,2436.3718
171,8707.551
172,4733.5166
173,3664.514
174,3122.437
175,12896.832
176,4127.1123
177,7294.6963
178,7879.6367
179,16040.669
180,1687.5938
181,1542.3192
182,4328.552
183,8913.255
184,7064.9946
185,2021.0457
186,9615.667
187,7872.696
188,2283.2087
189,4263.2725
190,1541.0432
191,4355.786
192,4001.5823
193,7481.267
194,3126.6294
195,15881.577
196,3081.9563
197,2903.6907
198,10764.55
