car_id,price(USD)
0,8583.828482
1,1757.062426
2,2880.457755
3,2895.70887
4,2824.90832
5,2018.074348
6,9983.927209
7,3927.734324
8,3605.967319
9,9872.347774
10,4154.539225
11,9152.995693
12,9512.761106
13,9134.989022
14,3118.471938
15,3636.128023
16,10023.74813
17,9987.556546
18,9363.413958
19,9422.78429
20,3380.478525
21,3790.90624
22,3110.491537
23,3620.547634
24,9351.757679
25,9681.28523
26,4055.275874
27,2775.64661
28,9109.068462
29,9161.282154
30,3323.783917
31,9895.506443
32,9554.891239
33,4297.229171
34,9865.929842
35,10013.47711
36,9333.005864
37,3423.717151
38,9861.570843
39,9532.697896
40,9162.715903
41,3156.827815
42,8299.643173
43,8035.952141
44,8039.376394
45,13606.4059
46,14377.75041
47,7761.301337
48,8171.474121
49,14108.49894
50,8095.891334
51,7761.79155
52,14630.5701
53,13700.26463
54,4311.81734
55,10580.33299
56,4198.730923
57,3670.226938
58,4229.97125
59,10782.28411
60,10175.27331
61,4737.228493
62,4915.068995
63,4596.415195
64,10225.78483
65,5156.414436
66,3065.222142
67,3966.997556
68,10954.00782
69,4415.716418
70,4696.324494
71,15257.1483
72,10544.32525
73,4424.375451
74,10634.30207
75,4089.530524
76,10203.70492
77,10265.98766
78,11226.54628
79,10340.51688
80,4060.841661
81,5267.402254
82,12255.63103
83,10395.59807
84,10826.58392
85,11230.15892
86,4771.808086
87,10191.72859
88,4912.192274
89,10465.07329
90,4428.378931
91,10858.56057
92,4101.89819
93,10142.8726
94,11702.37402
95,3700.722122
96,4394.252839
97,10338.9889
98,10411.79842
99,4711.680505
100,10270.67831
101,10674.84272
102,11230.29447
103,4399.742128
104,4810.325577
105,11562.62988
106,5041.349145
107,4182.530573
108,11004.74661
109,11819.98857
110,10922.35227
111,4646.143184
112,5930.066533
113,11011.81
114,4717.788073
115,4084.267295
116,10665.12251
117,4424.375451
118,11632.52623
119,11570.28194
120,10736.92313
121,3848.331593
122,4512.602485
123,5114.492597
124,4940.508564
125,11051.5825
126,11197.75822
127,4966.212287
128,10057.41269
129,4990.644481
130,4123.364973
131,10598.6613
132,11367.67561
133,3790.482101
134,3943.727373
135,5869.477224
136,3055.803311
137,3125.425042
138,3377.461898
139,3172.243716
140,2977.070426
