car_id,price(USD)
0,5941.881506
1,5941.881506
2,5941.881506
3,5941.881506
4,5941.881506
5,5941.881506
6,5941.881506
7,5941.881506
8,5941.881506
9,5941.881506
10,5941.881506
11,5941.881506
12,5941.881506
13,5941.881506
14,5941.881506
15,5941.881506
16,5941.881506
17,5941.881506
18,5941.881506
19,5941.881506
20,5941.881506
21,5941.881506
22,5941.881506
23,5941.881506
24,5941.881506
25,5941.881506
26,5941.881506
27,5941.881506
28,5941.881506
29,5941.881506
30,5941.881506
31,5941.881506
32,5941.881506
33,5941.881506
34,5941.881506
35,5941.881506
36,5941.881506
37,5941.881506
38,5941.881506
39,5941.881506
40,5941.881506
41,5941.881506
42,5941.881506
43,5941.881506
44,5941.881506
45,5941.881506
46,5941.881506
47,5941.881506
48,5941.881506
49,5941.881506
50,5941.881506
51,5941.881506
52,5941.881506
53,5941.881506
54,5941.881506
55,5941.881506
56,5941.881506
57,5941.881506
58,5941.881506
59,5941.881506
60,5941.881506
61,5941.881506
62,5941.881506
63,5941.881506
64,5941.881506
65,5941.881506
66,5941.881506
67,5941.881506
68,5941.881506
69,5941.881506
70,5941.881506
71,5941.881506
72,5941.881506
73,5941.881506
74,5941.881506
75,5941.881506
76,5941.881506
77,5941.881506
78,5941.881506
79,5941.881506
80,5941.881506
81,5941.881506
82,5941.881506
83,5941.881506
84,5941.881506
85,5941.881506
86,5941.881506
87,5941.881506
88,5941.881506
89,5941.881506
90,5941.881506
91,5941.881506
92,5941.881506
93,5941.881506
94,5941.881506
95,5941.881506
96,5941.881506
97,5941.881506
98,5941.881506
99,5941.881506
100,5941.881506
101,5941.881506
102,5941.881506
103,5941.881506
104,5941.881506
105,5941.881506
106,5941.881506
107,5941.881506
108,5941.881506
109,5941.881506
110,5941.881506
111,5941.881506
112,5941.881506
113,5941.881506
114,5941.881506
115,5941.881506
116,5941.881506
117,5941.881506
118,5941.881506
119,5941.881506
120,5941.881506
121,5941.881506
122,5941.881506
123,5941.881506
124,5941.881506
125,5941.881506
126,5941.881506
127,5941.881506
128,5941.881506
129,5941.881506
130,5941.881506
131,5941.881506
132,5941.881506
133,5941.881506
134,5941.881506
135,5941.881506
136,5941.881506
137,5941.881506
138,5941.881506
139,5941.881506
140,5941.881506
141,5941.881506
142,5941.881506
143,5941.881506
144,5941.881506
145,5941.881506
146,5941.881506
147,5941.881506
148,5941.881506
149,5941.881506
150,5941.881506
151,5941.881506
152,5941.881506
153,5941.881506
154,5941.881506
155,5941.881506
156,5941.881506
157,5941.881506
158,5941.881506
159,5941.881506
160,5941.881506
161,5941.881506
162,5941.881506
163,5941.881506
164,5941.881506
165,5941.881506
166,5941.881506
167,5941.881506
168,5941.881506
169,5941.881506
170,5941.881506
171,5941.881506
172,5941.881506
173,5941.881506
174,5941.881506
175,5941.881506
176,5941.881506
177,5941.881506
178,5941.881506
179,5941.881506
180,5941.881506
181,5941.881506
182,5941.881506
183,5941.881506
184,5941.881506
185,5941.881506
186,5941.881506
187,5941.881506
188,5941.881506
189,5941.881506
190,5941.881506
191,5941.881506
192,5941.881506
193,5941.881506
194,5941.881506
195,5941.881506
196,5941.881506
197,5941.881506
198,5941.881506
199,5941.881506
200,5941.881506
201,5941.881506
202,5941.881506
203,5941.881506
204,5941.881506
205,5941.881506
206,5941.881506
207,5941.881506
208,5941.881506
209,5941.881506
210,5941.881506
211,5941.881506
212,5941.881506
213,5941.881506
214,5941.881506
215,5941.881506
216,5941.881506
217,5941.881506
