car_id,price(USD)
0,8567.509391
1,1725.223712
2,2894.443238
3,2914.798694
4,2836.130284
5,1996.975673
6,9959.529807
7,3933.07053
8,3579.264249
9,9861.614114
10,4169.337153
11,9113.590915
12,9468.856569
13,9094.981764
14,3091.534911
15,3629.299158
16,10019.18179
17,9981.480389
18,9332.936006
19,9374.531297
20,3364.025606
21,3791.129179
22,3082.32931
23,3594.452818
24,9319.752467
25,9644.262376
26,4046.870672
27,2734.407784
28,9067.979864
29,9122.074353
30,3305.361553
31,9891.545423
32,9497.852825
33,4283.580066
34,9835.717613
35,10008.48229
36,9300.961939
37,3408.175759
38,9832.217759
39,9509.282038
40,9123.716627
41,3130.896045
42,8297.316787
43,8033.494712
44,8025.746203
45,13547.54969
46,14349.73431
47,7756.322383
48,8163.949562
49,14070.58877
50,8084.767515
51,7737.027367
52,14627.69501
53,13645.32397
54,4280.275415
55,10521.66236
56,4163.512311
57,3613.257915
58,4185.335144
59,10746.7811
60,10115.33962
61,4713.605152
62,4884.270694
63,4568.107186
64,10153.21564
65,5159.660809
66,4985.805439
67,3912.283136
68,10925.66868
69,4379.275265
70,4680.377088
71,14788.86662
72,10498.74649
73,4387.849392
74,10593.07176
75,4039.927866
76,10144.95733
77,10195.09562
78,11209.27932
79,10287.47674
80,4020.019374
81,5250.856259
82,12207.1605
83,10344.85577
84,10792.48284
85,11212.74525
86,4749.181179
87,10151.69221
88,4895.867976
89,10417.37803
90,4402.29451
91,10811.94303
92,4062.639964
93,10081.58725
94,11680.08875
95,3634.89937
96,4366.298626
97,10271.14229
98,10361.73196
99,4686.693941
100,10199.98195
101,10611.3273
102,11189.75194
103,4338.509498
104,4774.711509
105,11535.10969
106,5013.749806
107,4146.636124
108,10954.69652
109,11802.60987
110,10892.09769
111,4604.125984
112,5883.260687
113,10962.352
114,4693.353728
115,4043.827414
116,10601.20159
117,4387.849392
118,11607.4758
119,11552.90946
120,10699.52777
121,3788.518019
122,4479.162181
123,5107.202605
124,4915.685779
125,11027.0165
126,11178.99287
127,4951.695427
128,9977.819436
129,4988.016345
130,4075.322515
131,10555.94415
132,11356.14749
133,3738.23239
134,3888.04218
135,5820.143746
136,3021.513439
137,3118.015969
138,3379.823595
139,3147.425685
140,2964.215942
141,2510.291847
142,2766.466961
143,3264.884143
144,2967.863246
145,3102.010184
146,2671.094593
147,3172.976177
148,2857.173411
149,4046.926666
150,3384.169911
151,3348.216459
152,3026.103583
153,3494.661685
154,3293.699022
155,3039.701165
156,3941.224989
157,3544.252299
158,3584.358144
159,3516.475368
160,4525.318347
161,3697.870948
162,3383.278848
163,3532.9888
164,2615.185601
165,3360.347201
166,3074.228571
167,3296.308378
168,3247.835727
169,2604.798496
170,3554.720173
171,3533.612949
172,4133.185893
173,3096.144701
174,3451.410355
175,2691.580305
176,3424.589833
177,2735.587945
178,3506.25042
179,3679.465607
180,641.7552575
181,3085.470442
182,2900.974581
183,3122.712979
184,3376.689791
185,3006.644891
186,3264.906575
187,3335.010007
188,5482.735463
189,5071.5411
190,2931.368227
191,4014.31649
192,4100.249013
193,4145.860063
194,2468.450691
195,2733.264498
196,3887.725266
197,2602.94862
198,3600.830081
199,3401.38014
200,2714.331456
201,3546.644904
202,3060.656052
203,3277.837026
204,2351.379684
205,3978.441621
206,7967.702497
207,7432.049821
208,4943.42772
209,1533.86364
210,8006.092523
211,1036.5394
212,1785.204144
213,1639.020312
214,2117.38489
215,1331.349391
216,1818.613586
217,1999.052757
218,1498.127582
219,2171.280557
220,1859.900785
221,4819.329635
222,4155.008021
223,1383.81929
224,1383.815915
225,1482.474356
226,1601.491855
227,364.3024304
228,4367.875623
229,1243.60905
230,1383.815915
231,1485.073039
232,1717.964424
233,1358.320256
234,4750.147556
235,3654.648263
236,2884.137711
237,4161.367505
238,5458.258446
239,3923.821363
240,4242.735959
241,3688.400637
242,3508.640581
243,3554.36345
244,-189.4456727
245,4169.728536
246,3506.480747
247,1461.180903
248,3751.77938
249,4391.630162
250,4750.297724
251,4026.448695
252,3465.914507
253,3774.514537
254,4257.788495
255,5005.267562
256,3495.055693
257,4486.304106
258,4456.493884
259,3954.017122
260,4082.049424
261,9130.305699
262,4492.421992
263,4751.687059
264,4097.328682
265,4806.834239
266,10048.57164
267,4241.048341
268,3670.225109
269,4340.527157
270,-1483.490444
271,3823.843758
272,5150.58415
273,4486.362066
274,4427.938874
275,3516.606459
276,4047.089421
