car_id,price(USD)
0,10748.32143
1,7071.833333
2,7071.833333
3,7071.833333
4,7071.833333
5,7071.833333
6,10748.32143
7,5423.511905
8,7071.833333
9,10748.32143
10,5423.511905
11,10748.32143
12,10748.32143
13,10748.32143
14,7071.833333
15,5423.511905
16,9650.446429
17,9650.446429
18,10748.32143
19,10748.32143
20,7071.833333
21,7071.833333
22,7071.833333
23,7071.833333
24,10748.32143
25,10748.32143
26,7071.833333
27,7071.833333
28,10748.32143
29,10748.32143
30,7071.833333
31,10748.32143
32,10748.32143
33,5423.511905
34,10748.32143
35,9650.446429
36,10748.32143
37,7071.833333
38,10748.32143
39,10748.32143
40,10748.32143
41,7071.833333
42,7071.833333
43,7071.833333
44,5423.511905
45,10748.32143
46,10748.32143
47,7071.833333
48,7071.833333
49,10748.32143
50,7071.833333
51,7071.833333
52,9650.446429
53,10748.32143
54,7071.833333
55,10748.32143
56,7071.833333
57,7071.833333
58,7071.833333
59,10748.32143
60,10748.32143
61,7071.833333
62,7071.833333
63,7071.833333
64,10748.32143
65,5423.511905
66,7071.833333
67,7071.833333
68,10748.32143
69,7071.833333
70,5423.511905
71,7071.833333
72,10748.32143
73,7071.833333
74,10748.32143
75,7071.833333
76,10748.32143
77,10748.32143
78,10748.32143
79,10748.32143
80,7071.833333
81,7071.833333
82,9934.071429
83,10748.32143
84,10748.32143
85,9650.446429
86,5423.511905
87,10748.32143
88,7071.833333
89,10748.32143
90,7071.833333
91,10748.32143
92,7071.833333
93,10748.32143
94,9650.446429
95,7071.833333
96,7071.833333
97,10748.32143
98,10748.32143
99,7071.833333
100,10748.32143
101,10748.32143
102,10748.32143
103,7071.833333
104,7071.833333
105,10748.32143
106,5423.511905
107,7071.833333
108,10748.32143
109,9650.446429
110,9650.446429
111,7071.833333
112,7902.785714
113,10748.32143
114,7071.833333
115,7071.833333
116,10748.32143
117,7071.833333
118,10748.32143
119,10748.32143
120,10748.32143
121,7071.833333
122,5423.511905
123,7071.833333
124,7071.833333
125,10748.32143
126,9650.446429
127,5423.511905
128,10748.32143
129,7071.833333
130,7071.833333
131,10748.32143
132,10748.32143
133,7071.833333
134,7071.833333
135,7902.785714
136,7071.833333
137,7071.833333
138,5423.511905
139,7071.833333
140,7071.833333
141,7071.833333
142,7071.833333
143,7071.833333
144,7071.833333
145,7071.833333
146,7071.833333
147,7071.833333
148,7071.833333
149,7071.833333
150,7071.833333
151,7071.833333
152,5423.511905
153,7071.833333
154,7071.833333
155,5423.511905
156,7071.833333
157,7071.833333
158,7071.833333
159,7071.833333
160,7071.833333
161,7071.833333
162,7071.833333
163,7071.833333
164,7071.833333
165,7071.833333
166,7071.833333
167,7071.833333
168,7071.833333
169,7071.833333
170,7071.833333
171,7071.833333
172,7071.833333
173,7071.833333
174,7071.833333
175,7071.833333
176,7071.833333
177,7071.833333
178,5423.511905
179,5423.511905
180,5423.511905
181,7071.833333
182,7071.833333
183,7071.833333
184,7071.833333
185,7071.833333
186,7071.833333
187,7071.833333
188,7071.833333
189,7071.833333
190,7071.833333
191,7071.833333
192,7071.833333
193,7071.833333
194,7071.833333
195,5423.511905
196,5423.511905
197,7071.833333
198,5423.511905
199,7071.833333
200,7071.833333
201,7071.833333
202,7071.833333
203,7071.833333
204,7071.833333
205,7071.833333
206,7902.785714
207,7902.785714
208,7071.833333
209,2949.339286
210,5036.696429
211,2949.339286
212,2949.339286
213,2949.339286
214,2949.339286
215,2605.142857
216,3291.071429
217,2949.339286
218,2949.339286
219,2949.339286
220,2949.339286
221,5424.321429
222,5424.321429
223,2949.339286
224,2949.339286
225,6434.235714
226,2949.339286
227,2949.339286
228,5424.321429
229,6434.235714
230,2949.339286
231,2949.339286
232,2949.339286
233,2949.339286
234,7071.833333
235,7071.833333
236,7071.833333
237,7071.833333
238,5423.511905
239,5423.511905
240,7071.833333
241,7071.833333
242,7071.833333
243,7071.833333
244,7071.833333
245,7071.833333
246,7071.833333
247,7071.833333
248,7071.833333
249,7071.833333
250,7071.833333
251,7071.833333
252,7071.833333
253,7071.833333
254,7071.833333
255,7071.833333
256,7071.833333
257,7071.833333
258,7071.833333
259,7071.833333
260,7071.833333
261,10748.32143
262,5423.511905
263,7071.833333
264,7071.833333
265,5423.511905
266,10748.32143
267,7071.833333
268,7071.833333
269,7071.833333
270,7071.833333
271,7071.833333
272,7071.833333
273,5423.511905
274,7071.833333
275,7071.833333
276,7071.833333
277,5423.511905
278,7071.833333
279,7071.833333
280,7071.833333
281,7071.833333
282,7071.833333
283,7071.833333
284,7071.833333
285,7071.833333
286,7071.833333
287,7071.833333
288,7071.833333
289,5423.511905
290,7071.833333
291,7071.833333
292,9650.446429
293,7071.833333
294,5423.511905
295,7071.833333
296,7071.833333
297,7071.833333
298,5423.511905
299,7071.833333
300,7071.833333
301,7071.833333
302,7071.833333
303,7071.833333
304,7071.833333
305,7071.833333
306,7071.833333
307,7071.833333
308,7071.833333
309,7071.833333
310,7071.833333
311,7071.833333
312,7071.833333
313,7902.785714
314,5423.511905
315,7071.833333
316,7071.833333
317,7071.833333
318,7071.833333
319,7071.833333
320,7071.833333
321,7071.833333
322,7071.833333
323,7071.833333
324,7071.833333
325,7071.833333
326,7071.833333
327,7071.833333
328,7071.833333
329,7071.833333
